序号,所在小区,网站链接,总价,建筑时间,区域,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
2046,格林星城 ,https://cs.lianjia.com/ershoufang/104108668086.html,2007年建/板塔结合,岳麓,156.8万,12250元/平米,3室2厅1厨2卫,高楼层 (共11层),128㎡,平层,100㎡,板塔结合,南 北,钢混结构,精装,一梯两户,有,2022-05-16,商品房,2022-05-17,普通住宅,未满两年,共有,有抵押 50万元 商业 业主自还,已上传房本照片,1150937290421193
2047,国泰九龙湾 ,https://cs.lianjia.com/ershoufang/104108615748.html,2017年建/塔楼,长沙县,96万,10787元/平米,3室2厅1厨1卫,中楼层 (共40层),89㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,2022-05-07,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 30万元,未上传房本照片
2048,和泓梅溪四季 ,https://cs.lianjia.com/ershoufang/104108660542.html,2013年建/板塔结合,岳麓,227万,24946元/平米,4室2厅1厨1卫,中楼层 (共31层),91㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2022-05-15,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 30万元 业主自还,未上传房本照片,1153657670472282
2049,卓越蔚蓝城邦 ,https://cs.lianjia.com/ershoufang/104108684783.html,2015年建/塔楼,雨花,82.5万,10668元/平米,3室2厅1厨1卫,低楼层 (共27层),77.34㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,2022-05-19,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,1145918010421615
2050,佳兆业云顶梅溪湖 ,https://cs.lianjia.com/ershoufang/104108697746.html,2014年建/塔楼,岳麓,196万,17320元/平米,3室2厅1厨2卫,中楼层 (共27层),113.17㎡,平层,87㎡,塔楼,南 北,钢混结构,精装,一梯四户,暂无数据,2022-05-21,商品房,2022-05-21,普通住宅,未满两年,共有,有抵押 40万元 长沙 业主自还,已上传房本照片,1152198580413160
2051,兰亭玥岛 ,https://cs.lianjia.com/ershoufang/104108693241.html,2011年建/板塔结合,天心,95.8万,13015元/平米,3室1厅1厨1卫,高楼层 (共25层),73.61㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,六梯二十二户,有,2022-05-20,商品房,2022-05-20,普通住宅,未满两年,非共有,无抵押,已上传房本照片,1150101940473140
2052,龙湖春江郦城 ,https://cs.lianjia.com/ershoufang/104108689476.html,未知年建/暂无数据,岳麓,258万,19847元/平米,3室2厅1厨2卫,低楼层 (共34层),130㎡,平层,暂无数据,暂无数据,南,钢混结构,精装,一梯六户,暂无数据,2022-05-20,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,1000010300411546
2053,西点公园里 ,https://cs.lianjia.com/ershoufang/104108669776.html,2010年建/塔楼,岳麓,119.8万,13419元/平米,2室2厅1厨1卫,中楼层 (共27层),89.28㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,2022-05-17,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 10万元,未上传房本照片,1150107630431201
2054,雄海花园 ,https://cs.lianjia.com/ershoufang/104108699240.html,2009年建/板塔结合,岳麓,126万,10500元/平米,3室2厅1厨1卫,中楼层 (共7层),120㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯两户,无,2022-05-21,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,1151334260470948
2055,中航城 ,https://cs.lianjia.com/ershoufang/104108634637.html,未知年建/暂无数据,雨花,115万,11792元/平米,4室2厅1厨2卫,低楼层 (共34层),97.53㎡,复式,97㎡,暂无数据,南 北,未知结构,精装,三梯十二户,有,2022-05-11,商品房,2022-05-11,普通住宅,未满两年,非共有,有抵押 50万元,已上传房本照片,1097291240410376
2056,紫御江山人民里 ,https://cs.lianjia.com/ershoufang/104108646546.html,2014年建/板楼,芙蓉,108.9万,11303元/平米,3室2厅1厨2卫,高楼层 (共18层),96.35㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,暂无数据,2022-05-13,商品房,2022-05-18,普通住宅,未满两年,非共有,无抵押,已上传房本照片,1150014540411690
2057,浩龙音乐界 ,https://cs.lianjia.com/ershoufang/104108666994.html,2012年建/板塔结合,望城,67.2万,8728元/平米,3室2厅1厨1卫,中楼层 (共32层),77㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2022-05-16,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 15万元,未上传房本照片
2058,乾源国际广场 ,https://cs.lianjia.com/ershoufang/104108647996.html,未知年建/板楼,望城,94.5万,9519元/平米,3室2厅1厨2卫,中楼层 (共32层),99.28㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯四户,有,2022-05-13,商品房,2022-05-13,普通住宅,未满两年,非共有,有抵押 9万元 业主自还,已上传房本照片
2059,东业早安星城 ,https://cs.lianjia.com/ershoufang/104108218715.html,2007年建/板楼,长沙县,27万,5545元/平米,2室1厅1厨1卫,高楼层 (共9层),48.7㎡,平层,40.11㎡,板楼,南,钢混结构,简装,一梯四户,暂无数据,2022-03-07,商品房,2016-02-01,普通住宅,满五年,非共有,无抵押,已上传房本照片
2060,东方新世界 ,https://cs.lianjia.com/ershoufang/104108597310.html,2005年建/塔楼,雨花,19万,7671元/平米,1室1厅1厨1卫,高楼层 (共30层),24.77㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯十六户,有,2022-05-03,商品房,2007-12-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,1150386480491009
2061,湘峰广场 ,https://cs.lianjia.com/ershoufang/104107514542.html,未知年建/板楼,望城,29.8万,5326元/平米,2室1厅1厨1卫,中楼层 (共28层),55.96㎡,平层,暂无数据,板楼,东南,混合结构,毛坯,四梯两户,有,2021-10-26,经济适用房,2017-02-26,普通住宅,满五年,非共有,无抵押,已上传房本照片
2062,尚都花园城 ,https://cs.lianjia.com/ershoufang/104108359036.html,未知年建/板塔结合,长沙县,19.5万,4386元/平米,1室1厅1厨1卫,高楼层 (共31层),44.46㎡,平层,33.26㎡,板塔结合,南,钢混结构,精装,两梯二十户,有,2022-03-26,商品房,2016-05-02,普通住宅,满五年,非共有,有抵押 2万元 建设 业主自还,已上传房本照片
2063,天湘華庭 ,https://cs.lianjia.com/ershoufang/104107320865.html,未知年建/塔楼,雨花,41万,7766元/平米,1室0厅1厨1卫,中楼层 (共20层),52.8㎡,平层,50㎡,塔楼,南,钢混结构,毛坯,两梯十五户,有,2021-09-24,商品房,2013-09-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,1047339350472848
2064,九峰远见 ,https://cs.lianjia.com/ershoufang/104108216430.html,2013年建/板塔结合,天心,154万,13618元/平米,3室2厅1厨2卫,低楼层 (共13层),113.09㎡,平层,暂无数据,板塔结合,东 南,钢混结构,精装,两梯六户,有,2022-03-06,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 业主自还,未上传房本照片,1128713660443091
2065,青年公寓 ,https://cs.lianjia.com/ershoufang/104107680492.html,2000年建/板楼,芙蓉,47万,9442元/平米,1室1厅1厨1卫,中楼层 (共17层),49.78㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯十二户,有,2021-11-23,商品房,2005-11-30,普通住宅,满五年,非共有,无抵押,已上传房本照片,1105899120441509
2066,蓝山郡二期 ,https://cs.lianjia.com/ershoufang/104106394530.html,未知年建/板塔结合,长沙县,36.5万,8085元/平米,1室1厅1厨1卫,中楼层 (共33层),45.15㎡,平层,36.47㎡,板塔结合,南,钢混结构,精装,两梯六户,有,2021-05-04,商品房,2015-06-29,普通住宅,满五年,非共有,无抵押,已上传房本照片
2067,中航城 ,https://cs.lianjia.com/ershoufang/104108515967.html,未知年建/暂无数据,雨花,85万,8691元/平米,4室2厅1厨1卫,低楼层 (共34层),97.81㎡,复式,暂无数据,暂无数据,南,未知结构,毛坯,三梯十二户,有,2022-04-19,商品房,2017-04-19,普通住宅,满五年,非共有,有抵押,已上传房本照片,1110626550420376
2068,融科东南海 ,https://cs.lianjia.com/ershoufang/104108052825.html,2015年建/板塔结合,雨花,25.5万,6892元/平米,1室1厅1厨1卫,中楼层 (共34层),37㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,四梯二十五户,有,2022-02-14,商品房,2017-07-28,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,1119535070490565
2069,中央美郡 ,https://cs.lianjia.com/ershoufang/104108307348.html,未知年建/板塔结合,岳麓,215万,15180元/平米,4室2厅1厨2卫,低楼层 (共28层),141.64㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯八户,有,2022-03-19,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 60万元,未上传房本照片,1133209880471201
2070,湘水和天下 ,https://cs.lianjia.com/ershoufang/104106514477.html,2008年建/塔楼,雨花,28万,5757元/平米,1室0厅1厨1卫,低楼层 (共33层),48.64㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,五梯二十二户,有,2021-05-21,商品房,2017-02-07,普通住宅,满五年,非共有,无抵押,已上传房本照片,1027551940481550
2071,利海米兰春天小区 ,https://cs.lianjia.com/ershoufang/104107443109.html,未知年建/板塔结合,岳麓,19.5万,5526元/平米,1室1厅1厨1卫,高楼层 (共20层),35.29㎡,平层,暂无数据,板塔结合,西,钢混结构,简装,四梯四十五户,有,2021-10-15,商品房,2019-10-21,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,1085402350490275
2072,九龙领仕汇 ,https://cs.lianjia.com/ershoufang/104107318575.html,未知年建/塔楼,岳麓,20.5万,6709元/平米,1室1厅1厨1卫,中楼层 (共18层),30.56㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯六户,暂无数据,2021-09-24,商品房,2017-09-24,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,1092525460400275
2073,湘水和天下 ,https://cs.lianjia.com/ershoufang/104106514477.html,2008年建/塔楼,雨花,28万,5757元/平米,1室0厅1厨1卫,低楼层 (共33层),48.64㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,五梯二十二户,有,2021-05-21,商品房,2017-02-07,普通住宅,满五年,非共有,无抵押,已上传房本照片,1027551940481550
2074,美洲故事 ,https://cs.lianjia.com/ershoufang/104107947188.html,2015年建/板塔结合,雨花,49万,9295元/平米,1室1厅1厨1卫,中楼层 (共33层),52.72㎡,平层,41.4㎡,板塔结合,南,钢混结构,毛坯,六梯二十四户,有,2022-01-13,商品房,2018-03-30,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,1094520220480858
2075,长盛岚庭 ,https://cs.lianjia.com/ershoufang/104108313150.html,2011年建/板楼,天心,52万,9727元/平米,1室1厅1厨1卫,高楼层 (共18层),53.46㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯八户,有,2022-03-20,商品房,2016-06-08,普通住宅,满五年,非共有,无抵押,已上传房本照片,1010243670471441
2076,佐佑公寓 ,https://cs.lianjia.com/ershoufang/104106192633.html,2013年建/塔楼,长沙县,15.5万,4356元/平米,1室1厅1厨1卫,高楼层 (共19层),35.59㎡,平层,暂无数据,塔楼,南,钢混结构,其他,四梯三十二户,有,民水,民电,2021-04-04,商品房,2017-03-29,商住两用,满五年,非共有,有抵押 6万元 业主自还,已上传房本照片
2077,梦泽园美美公馆 ,https://cs.lianjia.com/ershoufang/104108192820.html,2015年建/塔楼,开福,46.5万,9232元/平米,1室1厅1厨1卫,中楼层 (共29层),50.37㎡,平层,暂无数据,塔楼,南,钢混结构,其他,三梯十九户,有,2022-03-03,商品房,2018-01-24,普通住宅,暂无数据,共有,有抵押,已上传房本照片,1131745310442473
2078,幸福里 ,https://cs.lianjia.com/ershoufang/104108324987.html,2009年建/塔楼,长沙县,63.8万,7176元/平米,2室2厅1厨1卫,低楼层 (共18层),88.91㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有,2022-03-22,私产,2010-05-08,普通住宅,满五年,非共有,有抵押,已上传房本照片
2079,怡海星城 ,https://cs.lianjia.com/ershoufang/104107746030.html,2016年建/板楼,天心,15.5万,4060元/平米,1室1厅1厨1卫,高楼层 (共18层),38.18㎡,平层,暂无数据,板楼,东,钢混结构,精装,两梯八十五户,有,2021-12-03,商品房,2018-03-20,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,1103671090441165
2080,中国铁建梅溪青秀 ,https://cs.lianjia.com/ershoufang/104107135333.html,2013年建/板塔结合,岳麓,135万,17808元/平米,2室2厅1厨1卫,中楼层 (共34层),75.81㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,2021-08-28,商品房,2017-09-07,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,1067342750412931
2081,合能璞丽 ,https://cs.lianjia.com/ershoufang/104108344784.html,2014年建/板塔结合,岳麓,221万,18591元/平米,4室2厅2厨2卫,低楼层 (共34层),118.88㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2022-03-24,商品房,2018-01-20,普通住宅,暂无数据,非共有,有抵押 30万元 业主自还,已上传房本照片,1135311420482282
2082,观湖公寓 ,https://cs.lianjia.com/ershoufang/104108433097.html,2012年建/板塔结合,岳麓,30万,9500元/平米,1室1厅1厨1卫,中楼层 (共29层),31.58㎡,平层,23.67㎡,板塔结合,南,钢混结构,精装,四梯二十八户,有,2022-04-07,商品房,2014-03-08,普通住宅,满五年,非共有,无抵押,已上传房本照片,1104171110470392
2083,才子佳郡 ,https://cs.lianjia.com/ershoufang/104108561484.html,2014年建/塔楼,芙蓉,22万,6064元/平米,1室1厅1厨1卫,中楼层 (共25层),36.28㎡,平层,27.1㎡,塔楼,南,钢混结构,精装,四梯二十九户,有,2022-04-27,商品房,2015-04-17,普通住宅,满五年,非共有,有抵押 业主自还,已上传房本照片,1038761810423412
2084,恒大雅苑 ,https://cs.lianjia.com/ershoufang/104107355756.html,未知年建/板塔结合,开福,107.5万,11724元/平米,3室2厅1厨1卫,低楼层 (共32层),91.7㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2021-09-29,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,1079202520410476
2085,和泓梅溪四季 ,https://cs.lianjia.com/ershoufang/104108214600.html,未知年建/板塔结合,岳麓,280万,20089元/平米,5室2厅1厨2卫,中楼层 (共29层),139.38㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,2022-03-06,商品房,2018-12-01,普通住宅,暂无数据,非共有,有抵押 61万元 银行 业主自还,已上传房本照片,1129420610433199
2086,融科东南海 ,https://cs.lianjia.com/ershoufang/104107775145.html,2013年建/板塔结合,雨花,32万,8613元/平米,1室1厅1厨1卫,中楼层 (共34层),37.13㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,六梯二十五户,有,2021-12-08,商品房,2017-04-13,普通住宅,满五年,非共有,无抵押,已上传房本照片
2087,和庄 ,https://cs.lianjia.com/ershoufang/104107940570.html,2008年建/塔楼,天心,35万,8516元/平米,1室0厅1厨1卫,低楼层 (共33层),41.1㎡,平层,34.15㎡,塔楼,南,钢混结构,精装,三梯九户,有,2022-01-11,商品房,2011-04-14,普通住宅,满五年,非共有,有抵押 15万元 业主自还,已上传房本照片,1113977810410252
2088,万科金域华府 ,https://cs.lianjia.com/ershoufang/104108349953.html,2013年建/板塔结合,雨花,30.5万,8950元/平米,1室1厅1厨1卫,中楼层 (共11层),34.08㎡,平层,26.3㎡,板塔结合,北,钢混结构,精装,三梯二十九户,有,2022-03-25,商品房,2013-06-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,1023884410470379
2089,君悦香邸 ,https://cs.lianjia.com/ershoufang/104108446652.html,2007年建/板塔结合,开福,218万,13798元/平米,4室2厅1厨2卫,中楼层 (共25层),158㎡,平层,暂无数据,板塔结合,西,钢混结构,简装,一梯三户,有,2022-04-09,商品房,暂无数据,普通住宅,暂无数据,非共有,暂无数据,未上传房本照片,1142152120422682
2090,西山汇景 ,https://cs.lianjia.com/ershoufang/104108274905.html,2009年建/板塔结合,岳麓,275万,16233元/平米,4室2厅1厨2卫,中楼层 (共18层),169.41㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,2022-03-14,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,1130857450441201
2091,月湖兰庭 ,https://cs.lianjia.com/ershoufang/104107422677.html,未知年建/板塔结合,开福,52万,8822元/平米,2室1厅1厨1卫,高楼层 (共28层),58.95㎡,平层,44.99㎡,板塔结合,南,钢混结构,精装,四梯十户,有,2021-10-11,商品房,2010-12-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,1102187240483006
2092,中隆国际御玺 ,https://cs.lianjia.com/ershoufang/104108323090.html,2009年建/板楼,雨花,280万,13997元/平米,4室2厅1厨3卫,高楼层 (共18层),200㎡,错层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,2022-03-21,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,1134074500421340
